id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1.54578E+18,1.54578E+18,2022-07-09 14:32:47 UTC,7/9/2022,14:32:47,0,1.25788E+18,simnyajeno,pipin,,"⚠HELP RT | PEMBOBOLAN REKENING BRI⚠  tolong bgt @BANKBRI_ID diperketat keamanannya, masa data nasabahnya bisa bocor dan dibobol.  -A THREAD-",in,"[{'screen_name': 'bankbri_id', 'name': 'bank bri', 'id': '1355939492'}]",[],[],14,44,49,[],[],https://twitter.com/simnyajeno/status/1545777991732457474,FALSE,,0,,,,,,,,[],,,,
1.55717E+18,1.55717E+18,2022-08-10 00:46:04 UTC,8/10/2022,0:46:04,0,146365198,sociogeeks_,Socio Geeks,,"3 akun mengalami kebocoran data per menit selama Januari – Maret. 8 akun per menit pada April – Juni atau kuartal II.  Total 1.045.415 akun mengalami kebocoran data  Sejak 2004 sebanyak 120,9 juta akun yang bocor 5. 44 dari 100 orang Indonesia terkena dampak pembobolan data.  https://t.co/lRhpbKKrHa",in,[],[],['https://pbs.twimg.com/media/FZwphnwWQAISaK3.jpg'],1,2,7,[],[],https://twitter.com/sociogeeks_/status/1557166356654657536,FALSE,,1,https://pbs.twimg.com/media/FZwphnwWQAISaK3.jpg,,,,,,,[],,,,
1.56604E+18,1.56603E+18,2022-09-03 12:34:01 UTC,9/3/2022,12:34:01,0,468060786,rdhstr,Infidel,,@txtdrpemerintah Ganti password kan pencegahan pembobolan akun pak 🤦🏻‍♂️ Kalo data bocor ya tanggung jawab anda dong.,in,[],[],[],0,0,0,[],[],https://twitter.com/rdhstr/status/1566041824937906178,FALSE,,0,,,,,,,,"[{'screen_name': 'txtdrpemerintah', 'name': 'txtdaripemerintah', 'id': '1231495733523566592'}]",,,,
1.5699E+18,1.5699E+18,2022-09-14 04:18:33 UTC,9/14/2022,4:18:33,0,69183155,detikcom,detikcom,,Mahfud Md menanggapi aksi pembobolan data pejabat negara yang kini marak dilakukan oleh hacker. Ia memastikan belum ada rahasia negara yang bocor.  https://t.co/RqspR6tVxP,in,[],['https://news.detik.com/berita/d-6290520/geger-bjorka-mahfud-md-belum-ada-rahasia-negara-yang-bocor?utm_content=detikcom&utm_term=echobox&utm_medium=oa&utm_campaign=detikcomsocmed&utm_source=Twitter#Echobox=1663128411-1'],[],20,5,12,[],[],https://twitter.com/detikcom/status/1569903405652492288,FALSE,,0,,,,,,,,[],,,,
1.56992E+18,1.56992E+18,2022-09-14 05:13:08 UTC,9/14/2022,5:13:08,0,1.49504E+18,mediastatera,Statera Media siber,,"Sikapi Aksi Pembobolan Data Oleh Bjorka, Kata  Mahfud MD Belum Ada Rahasia Negara Yang Bocor  https://t.co/qoGzSmnmIm lewat @Stateranews",in,[],['https://www.stateranews.com/sikapi-aksi-pembobolan-data-oleh-bjorka-kata-mahfud-md-belum-ada-rahasia-negara-yang-bocor/'],[],0,0,1,[],[],https://twitter.com/MediaStatera/status/1569917141868224513,FALSE,,0,,,,,,,,[],,,,
1.57E+18,1.57E+18,2022-09-14 11:01:45 UTC,9/14/2022,11:01:45,0,1.17237E+18,myedusolve,Si Paling Sertifikasi,,"Banyaknya data yang bocor akibat ulah hacker, memiliki risiko yang sangat tinggi 👉Adanya scam dan phising 👉Pembajakan akun online pribadi 👉Penyalahgunaan data pribadi untuk akses pinjol 👉Profiling untuk target politik atau iklan di media sosial 👉Pembobolan layanan keuangan",in,[],[],[],1,0,2,[],[],https://twitter.com/myedusolve/status/1570004872032038917,FALSE,,0,,,,,,,,[],,,,
1.57002E+18,1.56862E+18,2022-09-14 12:11:01 UTC,9/14/2022,12:11:01,0,1.08549E+18,bgbaebaee,bhagasee,,"@KustalaniLatif @wedhusgmbl @opposite090l92 Wkwkwkwk kocak tidur di goa bang? Udah kek jamur kriminalitas data bocor, pembobolan ATM, SMS phising, gak pernah dapet sms annoying soal judi? Selamat deh bang data dirinya masih aman, semoga gak termasuk data yang bocor trus d salah gunakan",in,[],[],[],1,0,0,[],[],https://twitter.com/bgbaebaee/status/1570022303395893248,FALSE,,0,,,,,,,,"[{'screen_name': 'KustalaniLatif', 'name': 'Latif, Kustalani', 'id': '1643743260'}, {'screen_name': 'wedhusgmbl', 'name': 'Aldiansyahputra', 'id': '890944430852653056'}, {'screen_name': 'opposite090l92', 'name': 'Opposite090192', 'id': '1550044535493099520'}]",,,,
1.57058E+18,1.57039E+18,2022-09-16 00:57:19 UTC,9/16/2022,0:57:19,0,249549071,thetanaya,Thetanaya,,@CNNIndonesia @jokowi Ahli IT UGM udah benar...mereka menasehati sesuai kepakaran soal pembobolan. Masih mending data dibobol. Tingkat rendah. Artinya banyak data yang bisa bocor. Artinya jangan sampai terjadi pengambil Alihan akun/gadget. Bahaya buat pengguna  internet seluruh Indonesia,in,[],[],[],0,0,0,[],[],https://twitter.com/Thetanaya/status/1570577536022876162,FALSE,,0,,,,,,,,"[{'screen_name': 'CNNIndonesia', 'name': 'CNN Indonesia', 'id': '17128975'}, {'screen_name': 'jokowi', 'name': 'Joko Widodo', 'id': '366987179'}]",,,,
1.57129E+18,1.57129E+18,2022-09-17 23:59:57 UTC,9/17/2022,23:59:57,0,1.34637E+18,pakrwcom,pakrw.com,,Berita trending pekan ini versi  https://t.co/t1C4EuOVuH berasal dari sejumlah daerah di Jawa Timur. #JatimNow #trendingjatimnow #pemuda #Hacker #Bjorka #SantriTewas #pondokgontor #MahasiswiMeninggal  https://t.co/GLsSD1YkXb,in,[],"['http://jatimnow.com', 'https://jatimnow.com/baca-50008-berita-trending-pekan-ini-tewasnya-santri-gontor-hingga-terduga-hacker-bjorka?utm_source=Twitter&utm_medium=TwitterPakRW']",[],0,0,0,"['jatimnow', 'trendingjatimnow', 'pemuda', 'hacker', 'bjorka', 'santritewas', 'pondokgontor', 'mahasiswimeninggal']",[],https://twitter.com/PakrwCom/status/1571287876993798148,FALSE,,0,,,,,,,,[],,,,
1.57129E+18,1.57129E+18,2022-09-17 23:59:57 UTC,9/17/2022,23:59:57,0,1.34637E+18,pakrwcom,pakrw.com,,Pengakuan pemuda Madiun jual akun Telegram ke Bjorka menjadi pilihan pembaca pada Sabtu (17/9/2022). #JatimNow #pilihanpembaca #Hacker #Bjorka #rumahterbakar #BLTBBM  https://t.co/DCgxFpwYDk,in,[],['https://jatimnow.com/baca-50007-pilihan-pembaca-jual-akun-ke-bjorka-rumah-terbakar-blt-bbm?utm_source=Twitter&utm_medium=TwitterPakRW'],[],0,0,0,"['jatimnow', 'pilihanpembaca', 'hacker', 'bjorka', 'rumahterbakar', 'bltbbm']",[],https://twitter.com/PakrwCom/status/1571287875387367424,FALSE,,0,,,,,,,,[],,,,
